"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,7.2,percent,4.1,10.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,6.3,percent,3.7,8.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,4.7,percent,3.0,6.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,3.6,percent,2.2,5.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,4.1,percent,2.7,5.5,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77032,4.5,percent,2.8,6.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,8.5,percent,6.7,10.3,1587,,1239,1935,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,8.3,percent,6.8,9.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,7.3,percent,5.9,8.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,7.2,percent,5.8,8.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,6.5,percent,5.4,7.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,6.9,percent,5.7,8.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,6.9,percent,5.6,8.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,6.9,percent,5.7,8.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77033,6.8,percent,5.5,8.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.7,percent,11.7,15.7,3139,,2687,3591,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.5,percent,11.6,15.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.3,percent,11.4,15.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,14.7,percent,12.1,17.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.4,percent,11.0,15.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,12.6,percent,10.7,14.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.1,percent,11.0,15.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,13.1,percent,10.9,15.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77034,11.9,percent,9.9,13.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,29.3,percent,26.9,31.7,7122,,6555,7689,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,28.6,percent,26.6,30.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,27.0,percent,25.4,28.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,27.2,percent,25.4,29.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,27.0,percent,25.2,28.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,26.5,percent,24.7,28.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,25.9,percent,24.0,27.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,24.9,percent,22.6,27.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77035,25.4,percent,22.9,27.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,17.2,percent,15.9,18.5,7878,,7278,8478,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.7,percent,14.4,17.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.0,percent,13.6,16.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.1,percent,13.9,16.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.1,percent,13.7,16.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.9,percent,14.6,17.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,16.1,percent,14.6,17.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,15.5,percent,14.0,17.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77036,16.9,percent,15.4,18.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.3,percent,1.5,5.1,369,,161,577,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.2,percent,1.8,4.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,2.8,percent,1.5,4.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,2.6,percent,1.3,3.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.5,percent,2.0,5.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.6,percent,2.2,5.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.0,percent,1.8,4.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,2.9,percent,1.5,4.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77037,3.0,percent,1.7,4.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,7.8,percent,6.3,9.3,1424,,1147,1701,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,7.7,percent,6.2,9.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,8.1,percent,6.2,10.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,8.5,percent,6.6,10.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,8.3,percent,6.6,10.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,9.9,percent,7.6,12.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,8.8,percent,6.5,11.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,7.6,percent,6.1,9.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77038,8.2,percent,6.3,10.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,4.0,percent,2.9,5.1,632,,450,814,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,4.2,percent,3.0,5.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.5,percent,2.6,4.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,2.9,percent,2.2,3.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.9,percent,2.7,5.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.9,percent,2.7,5.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.6,percent,2.4,4.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.7,percent,2.2,5.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77039,3.5,percent,2.1,4.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,28.5,percent,26.0,31.0,9141,,8295,9987,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,27.5,percent,25.2,29.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,27.6,percent,25.3,29.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,26.3,percent,24.2,28.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,25.4,percent,23.3,27.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,24.3,percent,22.1,26.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,24.0,percent,22.0,26.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,23.6,percent,21.4,25.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77040,25.2,percent,23.0,27.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,36.5,percent,33.4,39.6,8460,,7762,9158,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,35.4,percent,32.7,38.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,34.1,percent,31.4,36.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,33.1,percent,30.6,35.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,34.6,percent,32.1,37.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,33.9,percent,31.3,36.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,33.8,percent,31.5,36.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,33.8,percent,31.5,36.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77041,36.4,percent,33.5,39.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,46.1,percent,43.0,49.2,12979,,11995,13963,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,44.4,percent,41.9,46.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,43.6,percent,40.8,46.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,45.5,percent,42.9,48.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,44.1,percent,41.3,46.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,44.8,percent,42.2,47.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,42.7,percent,40.1,45.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,42.6,percent,40.3,44.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77042,43.0,percent,39.9,46.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,38.0,percent,34.4,41.6,6508,,5912,7104,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,36.3,percent,33.0,39.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,34.7,percent,31.6,37.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,32.2,percent,29.3,35.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,29.9,percent,26.4,33.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,30.1,percent,27.4,32.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,28.7,percent,25.8,31.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,27.8,percent,24.5,31.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77043,27.9,percent,24.7,31.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,29.1,percent,26.2,32.0,8432,,7541,9323,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,29.4,percent,26.5,32.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,29.4,percent,26.1,32.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,27.7,percent,24.6,30.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,27.6,percent,24.5,30.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,27.2,percent,23.9,30.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,24.4,percent,21.6,27.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,23.8,percent,21.0,26.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77044,21.8,percent,19.7,23.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77045,14.3,percent,12.0,16.6,3095,,2569,3621,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77045,13.7,percent,11.4,16.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
